-9.699897057162144565e-01, 2.058079955772123548e-01, 1.294721582467125431e-01
-3.176863938871201110e-01, 9.097613913283170151e-01, 2.672256836222189347e-01
9.657529473876319548e-01, 1.569136807223497354e-01, -2.066381896316999978e-01
1.959285001273606552e-01, -5.586186637871807248e-01, 8.059511221572109863e-01
1.982871580312238133e-02, -7.272089372785834893e-01, -6.861297133718611274e-01
1.388682886465478772e-01, 9.072253333414608267e-01, -3.970614473250384524e-01
-3.710788169509440793e-01, 7.822497699339813204e-01, 5.003856603146427107e-01
-1.999554006256663297e-01, 4.747320333446840568e-01, -8.571157064696988126e-01
-8.279639454452478731e-01, -4.116457992547624678e-01, -3.808194335884743653e-01
-1.734536962603835664e-01, -9.834511961498727528e-01, -5.232169765016251445e-02
-7.172237739315758809e-01, -6.040274582239120171e-01, 3.474778954392754304e-01
-9.470130169304235013e-01, -3.120094458091497436e-01, 7.626566390063492518e-02
-8.109392367756759201e-01, -4.129142496089784897e-01, -4.145833772928413374e-01
-2.226933004712904896e-01, 8.746237414390172216e-01, 4.306286159051889162e-01
5.847905588366838492e-01, 4.722062818741548096e-01, 6.595765532931451292e-01
-9.542460166157851198e-01, 1.498932941164611912e-02, 2.986467139894488643e-01
3.188955578651125888e-01, -6.790377711162023378e-01, 6.612210890250238560e-01
3.195700024701970676e-01, -9.468050288756799659e-01, -3.788470426070632280e-02
5.752194732852858872e-01, 7.014463387670588634e-01, -4.208272702471729243e-01
-2.169521237619980725e-01, 3.427372015719536424e-01, 9.140366440432159401e-01
-3.547709309090157914e-01, -9.166470749765188719e-01, 1.841079208479153573e-01
8.942077744953724761e-01, 2.655620325050655484e-01, -3.603737822370151056e-01
8.358252607328390260e-01, -5.370597876521497893e-01, -1.138548110881113379e-01
-5.784270847755648148e-01, -7.878638242858199137e-01, 2.114064851885203156e-01
-8.247520483570704997e-01, -4.892470133465699478e-01, -2.835867039589087812e-01
-6.459720994309703368e-01, 8.369916922779856161e-02, -7.587585227378476072e-01
2.266717031508401758e-01, 9.586364582950576141e-01, 1.721513282499021746e-01
2.268379110076316485e-01, 6.556011741063306753e-01, -7.202302844508098323e-01
6.242470101514465686e-01, -2.626701040319534552e-01, -7.357445798406010429e-01
2.266205538966478417e-01, 6.038981036111243927e-01, -7.641663464236462255e-01
8.780836089559030944e-01, 4.034170320367290175e-01, -2.573399967856791482e-01
1.033735280151601016e-01, -8.010115739842089688e-01, -5.896561473003049114e-01
-7.059512684078264599e-02, 9.172363890721699775e-01, 3.920379249870866722e-01
5.855647094022735644e-01, 3.999487074614809234e-01, 7.050921943281754922e-01
3.523910149297555527e-01, 9.113382378871415224e-01, 2.127984698289362431e-01
-6.513967463854474227e-01, 5.482737199651427362e-01, -5.244789860366544376e-01
-6.131680588073375876e-02, -9.895812934179986087e-01, -1.302655481458757925e-01
5.121193476280609946e-01, -6.419939335952089439e-03, -8.588903062463401072e-01
9.836262037630263411e-01, -1.078338819819736338e-01, 1.443999486406938593e-01
-9.523558073814006875e-01, -2.162529126585301664e-01, -2.150653247588336925e-01
8.426873124210328969e-01, 5.353218051693853230e-01, -5.752093875109526300e-02
-3.599581979223743788e-01, 4.285139278043075817e-01, 8.287375395299777514e-01
9.593998193368747929e-01, 2.305524456253980337e-01, -1.624732484826966750e-01
-4.826658469107075189e-01, 7.728139257967534537e-01, -4.120586321393835405e-01
5.378200569053690483e-01, -2.098504455767706833e-01, -8.165245721235439014e-01
2.454566569108570795e-01, 6.236673100154075389e-01, -7.421523536284793110e-01
6.704739673068373929e-01, 7.043919574834259789e-01, -2.330163715203232566e-01
-3.784289591651781026e-01, -9.225380656814414770e-01, -7.559788511528889310e-02
1.347389326819741773e-01, -8.722927136523794811e-01, -4.700540838336482730e-01
6.856296027403077087e-01, -6.835127687938998831e-01, -2.504442906952851211e-01
-1.589264711150412956e-01, 6.695040426387486310e-01, -7.256078235998371095e-01
-5.313709915197631362e-02, 3.167205077753706965e-01, -9.470293388529333889e-01
8.762834114207939118e-01, 6.350587514359989916e-02, 4.775922808117622487e-01
-9.974824306887911662e-01, -5.621306461497546647e-02, -4.323068162513160617e-02
5.043075768823922500e-01, 1.212672914629330106e-01, 8.549667314698590204e-01
1.704016270125731924e-01, 8.062602715990609958e-01, 5.664871224948331285e-01
-1.186679258700075734e-01, -6.173437722796643046e-01, 7.776918349817133480e-01
-1.277431774456034078e-02, -8.429248218099856249e-01, -5.378796906212067741e-01
4.949782469733715606e-01, 6.670188585577856433e-01, 5.568504084145371458e-01
7.225493013499357797e-01, -1.454497230756301995e-01, 6.758453115735452155e-01
6.484630841699773329e-02, 5.865385603555832716e-01, 8.073211712204054757e-01
-8.768490974875432498e-01, 3.702917524484606870e-01, -3.066262844309484148e-01
2.420973882205383898e-01, 7.485747252315149147e-01, 6.172720108358679125e-01
-8.589653086074973132e-01, -1.498510875395198949e-01, 4.896154104723931533e-01
4.299074963282535355e-01, 6.777813150747891147e-01, 5.964830538550630612e-01
5.671096266846918921e-01, -4.249256075324750470e-01, -7.055670764602799405e-01
7.881598553602219281e-01, 5.843024477276919093e-01, 1.933770720069511173e-01
8.226245168818406839e-01, -3.332942811954268947e-02, 5.676073056666399719e-01
-6.394005566167517696e-01, -2.492977178561059659e-01, 7.273359444369056348e-01
-1.092020439640485202e-01, -8.036777567171581316e-01, 5.849589532199251929e-01
-2.690966618028727275e-01, -9.285315138045187044e-01, 2.557659369002046046e-01
-5.836326786083961826e-01, -1.576720577054102346e-01, 7.965628780449979240e-01
7.750499114465678741e-01, -2.034264456783287101e-01, -5.982602410033189821e-01
5.502461629715718061e-01, 5.448386724999521036e-01, -6.327558621487061608e-01
5.963819239047727372e-01, -7.879742335419143151e-01, -1.530529585263693537e-01
-9.914004603393236081e-01, 9.944401663247995002e-03, -1.304846202222214868e-01
2.487243912075082775e-01, 1.475223355161590366e-01, 9.572739094649515001e-01
6.443106113732767204e-01, 4.765109632195198008e-01, 5.981648083959801854e-01
5.306200493273813823e-01, 8.309875164911846301e-01, 1.670392489435355565e-01
-6.900842161980237366e-01, -1.041185493188933608e-01, 7.162004623302671291e-01
