0.52883,-0.72948,0.055173,-0.10534,-0.16023,-0.35307,0.15363,-0.010988
0.034772,-0.84001,0.034772,0.53702,0.022779,-0.042552,0.018599,-0.030089
-0.011303,-0.95246,0.078705,-0.29117,0.019577,-0.015984,-0.0019131,0.032774
0.81333,0.23505,0.35841,0.16481,0.35085,-0.035034,0.036324,-0.044553
0.083815,0.98786,0.039741,-0.10346,-0.048607,0.033333,-0.030466,-0.020504
-0.4542,0.75341,0.090086,-0.0065854,-0.38424,0.23454,-0.063224,-0.10613
-0.95884,0.11811,-0.24471,-0.0089171,0.075198,-0.0055967,0.010791,-0.030187
0.089369,-0.85487,0.0080689,0.50405,0.029375,-0.014909,-0.011599,0.076574
0.63412,-0.68884,-0.095332,-0.019325,0.30708,-0.13881,0.012777,0.014133
-0.031326,-0.88656,-0.1851,0.28479,0.25601,-0.044302,0.16596,-0.051235
0.60221,-0.70519,-0.049976,0.11417,-0.063853,-0.1692,0.25571,0.16258
0.9913,0.03527,0.025345,-0.031838,-0.041402,-0.012095,0.11145,0.011698
-0.20113,-0.82694,-0.29214,-0.36225,-0.20758,0.1154,0.04158,0.031852
-0.9831,0.14948,0.091132,-0.010031,0.015662,0.0047326,-0.049414,0.0071065
0.85758,-0.31063,0.36322,0.13816,-0.088215,0.091457,-0.020938,-0.021529
-0.38279,0.83131,-0.099966,0.035106,0.034544,0.37185,-0.10705,-0.015786
0.3202,0.89878,-0.01347,-0.23891,-0.090032,-0.14019,-0.041156,0.054321
0.011816,0.939,-0.12185,-0.21382,-0.097574,-0.14992,-0.071137,0.14322
0.29839,0.88083,0.0019759,0.2962,0.15865,-0.13631,-0.037204,-0.047247
-0.1123,-0.73186,0.00040363,0.65689,0.11308,-0.040203,-0.072914,-0.023406
-0.94472,0.055204,-0.27219,0.0055595,-0.0228,0.054959,-0.15129,0.062545
0.84886,0.045224,-0.52579,-0.027252,0.0093491,0.0095977,0.0022187,-0.00095958
-0.87683,-0.03003,-0.45192,-0.13715,0.040926,0.0050235,-0.015309,0.072693
-0.059245,-0.95989,0.036767,0.25108,-0.051565,-0.036102,0.042103,0.070484
-0.42938,0.70161,-0.23865,0.26888,-0.36252,-0.10603,-0.22674,-0.0076243
-0.0023621,0.82647,0.012291,0.54768,-0.051218,-0.11878,0.0103,-0.0027312
-0.92811,0.1145,0.31354,-0.067653,-0.13753,0.046034,0.013007,0.037652
-0.14915,0.78056,-0.053586,-0.54777,0.22837,-0.10236,0.016999,-0.051419
-0.81853,-0.050193,-0.54327,-0.062269,0.1135,0.013621,0.10111,-0.072043
0.18515,0.90774,0.090568,0.31419,0.041413,-0.16628,-0.031423,-0.066792
-0.9512,0.056991,-0.20717,-0.064813,-0.026581,-0.048944,0.20316,0.021851
0.025115,0.9657,0.049654,0.16603,0.069072,-0.0011147,-0.16214,0.075557
-0.88394,-0.13931,0.37202,0.042942,0.18137,0.024477,0.14183,-0.073452
0.79313,-0.34901,0.27229,0.15587,-0.33263,-0.0966,0.1724,0.031549
0.87892,-0.38678,-0.23948,-0.039343,0.12161,-0.049403,0.041971,0.0026202
0.81431,-0.50275,-0.018831,-0.032399,0.051829,-0.13381,0.2489,0.014261
-0.81376,0.10005,0.30055,0.072164,-0.22651,0.12894,-0.40117,0.058049
0.67928,-0.57922,-0.1889,-0.21104,0.3415,0.063859,0.046325,0.0031043
0.89327,0.37913,0.0067718,0.088942,0.10194,-0.050067,-0.18443,0.058826
0.012435,0.82704,0.033367,-0.55878,-0.021538,0.017586,-0.038681,0.015322
0.92338,-0.20143,-0.30112,-0.0037875,0.099601,0.019053,0.016375,-0.074552
-0.43212,-0.78253,0.019706,0.33443,0.23396,0.14953,0.099076,-0.042146
0.2693,-0.76524,0.10407,0.4313,-0.31256,0.20495,-0.054187,0.048947
0.80155,0.32555,-0.35518,0.013103,-0.084589,-0.10969,-0.26201,0.19333
-0.89635,-0.37497,-0.010756,0.068925,-0.053311,0.04311,0.21119,0.042164
0.10316,-0.99038,0.053013,0.023969,-0.031375,0.04453,-0.042523,-0.018657
0.27637,-0.92201,-0.033425,-0.1387,-0.088609,-0.13422,0.12297,0.11036
-0.90307,-0.16865,0.044317,0.039975,0.043015,0.065144,0.37166,-0.090767
0.85416,-0.095053,-0.43348,-0.035552,0.048939,-0.22466,-0.13443,-0.035552
0.94749,0.27013,-0.028695,0.059078,0.048222,-0.09424,-0.09069,0.074542
0.27783,0.91748,0.06012,0.038389,0.10177,-0.16273,0.024589,0.19625
-0.25716,-0.93943,-0.0090057,-0.074651,0.12751,0.16414,-0.0084271,-0.049224
0.2408,-0.89653,-0.014945,0.014858,-0.10223,-0.34178,0.075831,0.069242
0.85775,0.32141,-0.36717,-0.049211,-0.14812,-0.03504,-0.015978,-0.017293
-0.53752,0.52492,-0.033244,0.21839,-0.55609,0.15821,-0.12256,-0.1935
0.015471,0.9388,0.046046,-0.29596,-0.026796,0.021879,0.15826,-0.049616
0.032847,0.97443,0.022836,0.06922,-0.10689,0.16891,0.0085238,-0.063754
0.46121,0.80134,-0.023968,0.01983,-0.0068717,-0.35468,-0.13521,-0.0062167
0.87978,-0.066089,0.43704,-0.033988,-0.047412,-0.038712,-0.093464,-0.13029
-0.30391,-0.7295,0.028357,0.54473,0.24708,-0.12276,0.0056224,-0.042194
0.22886,-0.93693,-0.013676,-0.14904,0.073854,-0.19686,-0.020918,0.052419
-0.3731,-0.67191,-0.010245,0.52784,0.30846,-0.074581,0.16239,-0.059343
-0.011364,0.97097,0.064909,-0.048458,-0.049255,0.040988,-0.20509,0.06598
0.084215,0.84901,-0.0081827,0.43577,-0.023174,-0.18143,-0.12969,-0.17848
0.81772,-0.43453,0.18108,0.10328,-0.30339,-0.053993,-0.039508,0.050411
0.039756,-0.38654,-0.035779,-0.9142,-0.032292,0.056224,0.080458,-0.035779
0.15445,-0.7615,-0.00087694,-0.62144,0.027981,0.028074,-0.044415,0.080776
-0.1571,0.79542,0.14104,0.55931,-0.067627,-0.059846,0.032507,0.026258
0.73579,0.62866,0.069397,0.069397,0.15416,-0.018574,-0.17008,0.027041
0.071808,0.92902,-0.10817,-0.28852,-0.040193,-0.14759,0.0039335,0.11581
0.7435,0.4619,0.29365,-0.035347,0.36115,0.068876,0.028821,-0.10186
0.94797,0.21455,0.13191,0.15087,0.060433,-0.064905,-0.053279,-0.066772
0.43094,0.87571,-0.032945,-0.12014,-0.01039,-0.076042,-0.076875,0.14181
-0.15894,0.95293,-0.014188,0.1281,-0.055944,0.21378,-0.027155,-0.021831
0.91175,0.098229,0.33252,0.070697,0.056125,-0.14409,0.13892,-0.016977
-0.68276,-0.28441,0.47777,0.017517,0.44873,0.052295,-0.080637,-0.11741
0.87826,-0.071774,0.38625,0.023602,-0.22305,0.089443,0.10835,0.065296
-0.84069,0.11305,0.48865,-0.10566,-0.062333,-0.045851,0.10512,0.11613
-0.75977,-0.47505,0.080729,-0.067532,0.26854,0.092699,0.28567,-0.15388
0.53691,0.82316,0.038882,-0.12651,0.0064827,-0.10489,-0.073468,-0.01348
-0.97139,-0.0071791,-0.053228,-0.077229,0.082099,-0.1864,-0.010153,-0.077229
-0.1703,-0.93524,0.064959,-0.22651,0.05572,0.17813,0.074196,0.021452
0.43497,-0.71261,0.12479,0.33296,-0.41321,0.032908,-0.059302,-0.034808
-0.91764,0.34401,0.14495,-0.10447,-0.073747,-0.015373,-0.044517,0.0041508
0.72566,0.26726,-0.57471,-0.041094,-0.165,-0.013937,0.18185,0.097572
-0.95153,-0.082891,-0.12446,0.041874,-0.25603,0.01694,0.029127,-0.061613
-0.43109,0.86394,0.11906,0.10094,-0.030989,0.15037,-0.090435,0.10796
0.86769,0.11343,0.44119,-0.025677,-0.12397,-0.02018,-0.017143,-0.15122
-0.23352,0.86541,0.062933,0.40761,-0.12078,-0.089295,0.062207,-0.0015489
-0.8827,-0.099804,0.19736,-0.11129,0.3343,0.02558,0.0082442,-0.21693
-0.72738,0.39942,0.35065,0.0097984,-0.35889,0.10664,-0.14091,-0.16823
0.55123,-0.76415,0.068108,0.2148,-0.19038,-0.13557,0.041908,0.071075
-0.92237,-0.16594,0.2658,-0.10408,-0.034972,-0.028555,0.19488,0.014079
0.56021,0.70959,-0.1742,-0.2148,-0.30791,0.0072422,-0.10351,-0.024237
0.87203,0.38751,-0.20193,-0.087771,-0.17839,-0.010212,0.010701,0.094205
0.59737,0.61768,-0.18688,-0.016251,-0.45972,-0.040076,-0.097531,0.063059
-0.81065,-0.037229,0.52724,-0.18341,0.019245,0.1342,-0.02084,-0.10496
0.75479,-0.52972,-0.07904,0.11697,-0.18572,-0.19152,0.23262,-0.066926
-0.28311,0.7118,0.13726,0.56366,-0.24508,-0.1083,-0.0061586,-0.069273
-0.53401,-0.39944,-0.36089,-0.16583,-0.55431,-0.081785,-0.28755,0.030286
0.74015,0.56453,0.15192,0.10677,0.31159,-0.021145,0.037498,-0.0076284
-0.89349,0.34969,-0.015567,-0.12638,-0.23953,0.02022,-0.0017436,-0.073409
0.89999,0.38499,0.030083,0.039632,0.04917,-0.039267,-0.18732,0.016778
0.7853,-0.58669,-0.027336,-0.16347,-0.00013201,0.072956,0.01541,0.07788
0.66702,-0.32619,-0.57546,-0.013612,0.32717,0.084613,-0.019631,-0.052675
0.05265,-0.22235,0.055985,-0.96044,0.069982,-0.083741,0.098899,0.0227
-0.30843,0.70004,0.091489,-0.46018,0.35646,-0.17097,-0.12505,0.15084
0.86031,0.25813,0.19964,0.053495,0.37504,-0.030788,0.06656,0.066878
0.44381,-0.46778,0.29857,0.22669,-0.47886,0.31954,-0.25177,0.2211
-0.88188,0.35864,0.1083,-0.20713,-0.015022,-0.024439,-0.19464,0.018268
-0.56043,-0.31626,0.4113,0.17661,0.54598,0.017408,-0.29262,-0.038972
0.26027,0.87826,-0.11269,0.23908,0.1349,-0.0014119,-0.26506,-0.051023
-0.65045,0.20423,0.69321,-0.061599,-0.18411,-0.05138,0.089853,0.079091
-0.93205,0.28681,-0.11407,-0.08667,-0.0002019,0.10503,-0.13193,0.0072286
0.26027,-0.6671,0.0018488,-0.55591,0.35451,0.13221,0.081237,0.16863
0.054657,-0.89265,0.22831,-0.35492,-0.10411,-0.092528,-0.028899,0.04319
-0.21646,0.95416,0.078128,0.0076853,-0.17386,-0.010915,0.078668,0.0052843
-0.33657,-0.89645,-0.10394,-0.19328,-0.10985,-0.1448,-0.035771,-0.025157
0.31862,0.87596,0.077229,0.27375,0.069177,-0.13391,-0.11102,-0.12341
-0.36847,0.77127,-0.10963,0.49998,-0.071573,0.00096156,0.041874,-0.022222
0.69338,-0.51697,-0.059809,-0.13634,-0.43446,-0.15193,0.12404,-0.050659
0.59239,-0.26469,-0.60233,-0.16712,0.36395,-0.05968,-0.22638,-0.031782
0.61068,-0.10652,0.73808,0.10706,-0.2081,-0.083669,-0.095762,-0.0051068
-0.81973,0.082772,-0.35376,-0.053558,0.24252,0.10343,-0.34739,0.05457
-0.012158,-0.83131,-0.042326,0.53474,0.075883,0.098101,0.074068,-0.013211
-0.81872,-0.3266,0.41659,0.04963,-0.16349,-0.017717,0.10126,-0.098614
-0.0873,-0.97753,-0.079639,0.099653,-0.046438,0.13317,-0.011487,0.022778
0.87848,0.0039529,-0.44774,-0.027137,-0.13645,-0.072017,-0.054819,0.015579
0.45093,-0.56377,0.33612,0.25761,-0.40465,0.19644,-0.30115,0.080374
-0.62028,-0.69217,-0.2013,-0.025321,0.090299,0.1834,0.22028,0.068348
-0.46971,-0.73486,0.1105,-0.15086,-0.16464,0.17837,0.30688,0.22646
0.19151,0.71469,0.017868,0.5348,0.24529,0.29764,-0.04326,-0.12482
0.062163,0.92131,-0.12133,0.33444,-0.0078987,0.036848,-0.06209,0.12439
0.74579,0.4829,-0.41973,-0.1119,-0.13331,0.052297,-0.022971,-0.029612
0.38462,0.72997,0.11952,0.48093,0.25989,0.01565,-0.0070605,0.076137
-0.87052,0.38898,-0.076786,-0.056053,0.23633,-0.11878,0.082308,0.071522
-0.73447,0.19581,-0.46384,-0.29274,0.28097,-0.11743,0.16855,0.014682
-0.46868,-0.71769,-0.20315,-0.035601,0.12518,0.43839,0.11817,0.030139
0.52871,0.83183,-0.0065994,-0.09552,0.047436,0.06727,0.032595,-0.10736
-0.40141,0.76318,-0.08145,0.22013,-0.42455,-0.049739,-0.13492,-0.020647
0.50629,0.73841,0.0032078,0.32341,0.2629,-0.059238,-0.076743,-0.12367
-0.7626,0.47899,-0.28123,-0.29058,0.0034276,0.01357,-0.15123,0.049204
0.038979,0.93964,0.017363,-0.17475,-0.18568,0.16005,0.12744,0.091558
0.34257,0.83753,-0.17001,-0.37573,0.077501,0.038948,-0.03863,0.045832
0.90341,0.25856,0.27445,-0.15546,-0.071635,0.021281,-0.0081937,0.10889
0.040202,0.78912,0.040202,-0.60761,-0.0038142,0.056854,-0.0031143,0.040202
0.8303,-0.16221,0.27298,0.11847,-0.42784,0.056947,0.053155,-0.081331
0.067393,0.84367,-0.079258,0.47688,-0.2057,-0.0044182,-0.033981,0.080576
-0.41917,0.77034,-0.23147,-0.21394,-0.27332,0.10133,-0.19023,0.10179
-0.057431,-0.081589,-0.97451,-0.0013942,0.15029,-0.081219,0.10572,0.0031969
0.45918,-0.85204,-0.18116,0.054142,-0.025492,-0.059017,0.070996,-0.13508
-0.060334,0.99088,0.0049071,-0.019679,0.0565,0.032253,-0.046132,0.088047
-0.58693,0.29508,0.4228,-0.051847,-0.48447,0.16079,0.35209,-0.049576
-0.3324,0.70137,-0.13099,0.34433,-0.4069,0.098656,-0.24907,-0.15666
-0.68158,-0.6582,-0.10235,-0.17249,-0.035595,0.17246,0.10634,-0.14029
0.71055,-0.47065,-0.38487,-0.040146,0.25239,-0.025361,0.17343,0.17162
-0.030627,0.88989,-0.072759,-0.42144,0.15138,-0.012496,-0.0024488,0.034227
0.46877,-0.79882,-0.10504,-0.24517,0.18108,-0.13937,0.1102,-0.081488
-0.22801,-0.77519,0.064644,-0.50915,-0.21262,-0.093164,0.16174,0.060188
-0.78676,0.012677,-0.47219,-0.14524,-0.35911,0.033824,-0.057568,0.058133
0.96736,-0.18396,0.030544,0.045045,-0.021875,0.042026,0.15857,-0.004459
-0.49312,0.70839,-0.21321,-0.22564,0.26531,0.19015,-0.14132,0.17922
0.8583,-0.34509,-0.29712,-0.17012,-0.069224,0.091391,0.11017,0.041738
-0.038893,0.95199,-0.011416,0.29837,-0.012599,0.0032838,-0.010287,-0.052631
0.92638,0.021701,0.20244,-0.016433,0.19739,0.0697,-0.2058,-0.11796
0.025672,0.77197,-0.16136,-0.58758,-0.15688,-0.070081,0.00084333,0.051008
0.42335,-0.61001,0.096016,0.40638,-0.40389,0.30285,-0.12789,0.055634
0.94709,0.061877,-0.3083,-0.037135,-0.047208,0.0035532,0.020111,0.010522
-0.90329,-0.11326,0.20694,0.14848,0.31827,0.036855,0.060556,-0.0075929
0.33731,0.90889,-0.023379,0.095063,0.15944,-0.14891,-0.02437,-0.048661
-0.68687,-0.50288,-0.25954,-0.22883,-0.3628,0.047347,0.12654,0.075635
-0.08542,-0.98312,-0.064463,0.13699,0.0050598,0.024757,0.03377,0.038463
0.90389,0.42232,0.052966,-0.036158,-0.003484,0.015519,-0.014807,0.0070498
0.18057,0.10856,-0.97015,-0.10856,0.033896,-0.027676,-0.021759,0.015386
-0.31423,0.87506,-0.085735,-0.30577,0.15279,0.068088,-0.032582,-0.075102
0.010601,0.72353,-0.043323,-0.66789,-0.14307,-0.054422,0.070537,0.0057601
0.93178,0.17661,0.27625,0.10876,0.044387,0.070665,-0.073262,0.01088
-0.33254,-0.83477,-0.090983,-0.32357,-0.2711,0.014027,0.034151,0.06881
0.037536,-0.14335,0.10099,0.96228,-0.041071,-0.0055653,-0.0007792,-0.20033
-0.63839,0.69264,0.062342,-0.030177,-0.14883,0.27756,-0.069989,0.061828
0.96008,-0.074623,-0.23078,0.026806,0.023316,-0.067283,0.079989,0.084987
-0.83724,-0.28655,-0.095848,0.052875,-0.021472,0.19245,0.39599,0.1031
-0.060254,-0.23805,0.0023244,-0.9525,0.048324,-0.16137,0.062073,0.014587
0.74175,-0.40018,-0.20242,-0.011572,0.29878,-0.299,0.26417,0.0094907
-0.73935,-0.29967,0.42864,-0.20681,0.34064,0.11949,0.01319,-0.081065
